Product_name,Ratings,Reviews,stars,Current_Price,MRP,Processor,RAM,Storage,Image_URL
DELL Inspiron Core i3 10th Gen,658,65,4.4,₹39490,₹44634,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
Lenovo Core i3 11th Gen,117,14,4.4,₹38990,₹51544,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,571,60,4.3,₹39390,₹52283,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,7,0,3.6,₹58990,₹121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
ASUS Ryzen 3 Quad Core 3rd Gen,4,0,3.8,₹34990,₹49500,AMD Ryzen 3 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
DELL Vostro Core i3 10th Gen,71,8,4.3,₹36990,₹37126,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kffq2kw0/computer/s/h/w/dell-original-imafvwfmqup6fzfm.jpeg?q=70
DELL Ryzen 3 Dual Core 3250U,12,1,3.8,₹39490,₹53640,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/c/g/l/inspiron-3515-thin-and-light-laptop-dell-original-imag98eczsemx8s2.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,119,13,4.3,₹64990,₹120708,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
DELL Vostro Core i3 11th Gen,0,0,0,₹36990,₹44427,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzygpzk0/computer/u/n/j/vostro-3400-thin-and-light-laptop-dell-original-imagbuusnyzeqsjh.jpeg?q=70
Lenovo Core i3 10th Gen,152,16,3.8,₹34990,₹57990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Core i3 11th Gen,0,0,0,₹37849,₹52900,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
DELL XPS Core i5 11th Gen,0,0,0,₹114600,₹115729,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/x/t/w/dell-na-thin-and-light-laptop-original-imafyhm53umy7d4d.jpeg?q=70
Lenovo IdeaPad Core i3 10th Gen,475,52,4.2,₹35490,₹52290,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,0,0,0,₹36990,₹50132,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,471,46,4.3,₹38490,₹56690,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/k/z/z/na-thin-and-light-laptop-lenovo-original-imag56ugmfkzgzkj.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,67,9,4.1,₹54990,₹112608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
HP 14s Core i3 10th Gen,5308,551,4.3,₹36990,0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/computer/z/z/6/hp-na-thin-and-light-laptop-original-imaftv7fhbftxnmq.jpeg?q=70
Lenovo Ideapad S145 Core i3 10th Gen,802,100,4,₹36490,₹39956,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/k9re3rk0/computer/s/b/z/lenovo-laptop-original-imafrhdughbghcek.jpeg?q=70
HP Ryzen 3 Dual Core 3rd Gen,0,0,0,₹36990,₹42150,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/l2xmqvk0/computer/j/s/s/250-g8-business-laptop-hp-original-image6fh84qadzum.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,1226,144,4.3,₹52130,₹54999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70
Lenovo Core i3 10th Gen,0,0,0,₹37990,₹56590,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwtkxow0/computer/k/8/q/ideapad-3-laptop-lenovo-original-imag9ezknezhv66j.jpeg?q=70
Lenovo IdeaPad 3 15IML05 Core i3 10th Gen,5,1,3.2,₹35990,₹57990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,39.62 cm (15.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS ExpertBook Core i3 11th Gen,0,0,0,₹35988,₹40999,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/2/7/y/expertbook-business-laptop-asus-original-imagcrzw77usztjg.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,42,4,4,₹49990,₹64999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/knhsgi80/computer/u/y/4/na-thin-and-light-laptop-acer-original-imag25zfahpqmyjm.jpeg?q=70
ASUS Vivobook X515EA Core i3 11th Gen,28,4,4.1,₹37480,₹58500,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwtkxow0/computer/v/b/w/x515ea-br312ts-laptop-asus-original-imag9f9tsvgtqxha.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4,0,3.5,₹37990,₹52632,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/c/g/l/inspiron-3515-thin-and-light-laptop-dell-original-imag98eczsemx8s2.jpeg?q=70
HP Ryzen 5 Quad Core 3500U 3rd Gen,38,5,3.7,₹38990,₹42000,AMD Ryzen 5 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/knoxnrk0/computer/q/l/s/255-g8-laptop-hp-original-imag2bfzgjwkgdkz.jpeg?q=70
acer Aspire Vero(Green PC ) Core i5 11th Gen,1,1,5,₹60990,₹65000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/c/3/k/-original-imagayazehw3hcgz.jpeg?q=70
DELL Inspiron Pentium Quad Core,0,0,0,₹35890,₹39990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxp0mfk0/computer/8/h/u/dell-3511-laptop-dell-original-imaga3fc35bmcwbp.jpeg?q=70
Lenovo Core i3 10th Gen,0,0,0,₹37990,₹57990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwqq1zk0/computer/u/m/g/81wv01d1in-laptop-lenovo-original-imag9cj4r9t9htkz.jpeg?q=70
ASUS Commercial Series Core i3 10th Gen,0,0,0,₹38990,₹47990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/v/y/l/expert-book-business-laptop-asus-original-imagcnv7qqrj2zq2.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,214,23,4.2,₹49990,₹75999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/b/6/w/aspire-5-thin-and-light-laptop-acer-original-imag5k3stszyggb3.jpeg?q=70
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U,0,0,0,₹38990,₹46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3khsi80/computer/k/8/y/vivobook-15-m515da-laptop-asus-original-imagenrbgakkmbyb.jpeg?q=70
ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U,50,5,4.2,₹36290,₹49999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kklhbbk0/computer/y/g/2/m415da-laptop-asus-original-imafzwrqjdgm9j6m.jpeg?q=70
acer Extensa 15 Core i3 11th Gen,39,4,4.4,₹36990,₹49990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/e/0/s/ex215-54-thin-and-light-laptop-acer-original-imag7bmpvdagbvep.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,60,3,4.4,₹49990,₹69999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/b/6/w/aspire-5-thin-and-light-laptop-acer-original-imag5k3stszyggb3.jpeg?q=70
DELL Inspiron Pentium Quad Core,115,17,4.3,₹36000,₹43000,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
ASUS Vivobook Core i3 11th Gen,77,10,4.5,₹37299,₹46990,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp78e4w0/computer/t/b/x/x415ea-ek302ts-thin-and-light-laptop-asus-original-imag3hhfzexvehff.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,21,1,3.3,₹39805,₹50990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kvtuxe80/computer/q/q/t/x515ea-br391ts-x515ea-laptop-asus-original-imag8muxxbnjshyy.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,46,4,4.3,₹49990,₹64999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/6/u/v/-original-imagah7xakzzergf.jpeg?q=70
ASUS Vivobook 14 Pentium Quad Core,11,0,4.4,₹34399,₹39990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kydb3ww0/computer/e/c/o/asus-e410ka-thin-and-light-laptop-asus-original-imagam47g6vzragp.jpeg?q=70
Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,3,0,3.7,₹39999,₹59999,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
HP 15 Core i3 7th Gen,777,140,4.2,₹39120,₹39125,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD|128 GB SSD,https://rukminim1.flixcart.com/image/312/312/jqmnv680/computer/h/j/6/hp-15q-ds0027tu-laptop-original-imafckhu8zcrpext.jpeg?q=70
acer Aspire Vero(Green PC ) Core i5 11th Gen,1,1,5,₹60990,₹65000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/c/3/k/-original-imagayazehw3hcgz.jpeg?q=70
Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U,157,22,3.6,₹37990,₹44190,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kbb49zk0/computer/j/3/x/lenovo-na-laptop-original-imafsnkxhmvgrqgu.jpeg?q=70
Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen,13,1,4.2,₹39990,₹60090,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyag87k0/computer/r/c/i/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imagak7pszh6phvy.jpeg?q=70
Lenovo Ideapad 130 Core i3 7th Gen,7924,882,4,₹36370,₹36371,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/k2tc1ow0pkrrdj/computer/m/a/k/lenovo-na-laptop-original-imafgzg4rhdztzww.jpeg?q=70
acer Intel EVO Swift 3 Core i5 11th Gen,24,2,4.5,₹60990,₹89999,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kykgb680/computer/w/j/r/-original-imagarytsqkmvmx6.jpeg?q=70
Lenovo Ideapad 330 Core i3 7th Gen,1177,131,4,₹39200,₹39490,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/jms25jk0/computer/4/y/2/lenovo-na-laptop-original-imaf9hu7fwh9dujv.jpeg?q=70
Lenovo Core i3 10th Gen,65,5,3.8,₹33190,₹42705,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/v/m/w/v15-iil-laptop-lenovo-original-imag6zenhnzvuhqf.jpeg?q=70
ASUS VivoBook 15 (2021) Core i5 10th Gen,26,5,3.3,₹39990,₹57990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,7,0,3.6,₹58990,₹121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
HP 15q Core i3 7th Gen,6968,799,4.3,₹35070,₹35074,Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/jmz7csw0/computer/v/u/q/hp-na-laptop-original-imaf9zypsgmfz4zk.jpeg?q=70
Lenovo Core i3 10th Gen,9,2,3.1,₹35399,₹50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/m/h/t/ideapad-laptop-lenovo-original-imagafgmjgd4hs9r.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,21,4,3.5,₹37390,₹51574,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,18,7,3.9,₹57990,₹93690,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo Ideapad 130 Core i3 7th Gen,7924,882,4,₹36150,₹36152,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/x/u/g/lenovo-na-laptop-original-imafhd34zdxu2fby.jpeg?q=70
DELL Inspiron Athlon Dual Core 3050U,115,4,4.2,₹32990,₹46263,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70
DELL Inspiron Core i3 10th Gen,3,0,4.3,₹34990,₹54723,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,119,13,4.3,₹64990,₹120708,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
RedmiBook 15 Core i3 11th Gen,1225,170,4.2,₹32999,₹51999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krxtrww0/computer/e/l/c/redmibook-15-e-learning-edition-thin-and-light-laptop-redmi-original-imag5m8jkjbaybeu.jpeg?q=70
acer Extensa 15 Core i3 11th Gen,18,2,4.4,₹31990,₹55000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/5/x/c/-original-imagczgszcxeyfgg.jpeg?q=70
DELL Inspiron Pentium Silver,61,6,4.1,₹32990,₹43494,Intel Pentium Silver Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/3/w/s/inspiron-3521-notebook-dell-original-imagcyrhxaybghra.jpeg?q=70
DELL XPS Core i5 11th Gen,0,0,0,₹114600,₹115729,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/x/t/w/dell-na-thin-and-light-laptop-original-imafyhm53umy7d4d.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,332,46,4.3,₹34990,₹49990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
HP Celeron Dual Core,118,11,3.8,₹31990,₹36865,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyrlifk0/computer/i/5/f/14s-dq3032tu-thin-and-light-laptop-hp-original-imagaxgehrzh4jmw.jpeg?q=70
ASUS Core i3 10th Gen,18,2,3.7,₹31990,₹45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/o/0/x/vivobook-14-thin-and-light-laptop-asus-original-imag5uy4hhu48k6d.jpeg?q=70
acer Aspire Vero(Green PC ) Core i5 11th Gen,1,1,5,₹60990,₹65000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/c/3/k/-original-imagayazehw3hcgz.jpeg?q=70
DELL Vostro Core i3 10th Gen,1959,193,4,₹34990,₹54517,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
acer Aspire 3 Core i3 11th Gen,32,3,4.3,₹34999,₹50000,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kshtxu80/computer/2/a/s/aspire-3-thin-and-light-laptop-acer-original-imag6fvccahrjyv6.jpeg?q=70
DELL Inspiron Core i3 10th Gen,59,5,3.8,₹34990,₹53657,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
acer Aspire 5 Core i5 11th Gen,46,4,4.3,₹49990,₹64999,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/6/u/v/-original-imagah7xakzzergf.jpeg?q=70
ASUS Vivobook 14 Core i3 10th Gen,97,10,4,₹31990,₹40990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70
ASUS Vivobook 14 Core i3 10th Gen,5,2,4.6,₹32890,₹46990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxhvf680/computer/z/t/g/x415fa-bv341t-laptop-asus-original-imag9xngdpgjkznf.jpeg?q=70
ASUS VivoBook 15 Core i3 10th Gen,4353,508,3.7,₹27990,₹51908,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,7,0,3.6,₹58990,₹121608,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
HP Pentium Quad Core,1762,235,4.1,₹31490,₹34500,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/computer/j/n/a/hp-na-thin-and-light-laptop-original-imaftv7fxtmzhkw3.jpeg?q=70
Lenovo IdeaPad Core i3 10th Gen,5,1,4.8,₹34490,₹37990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/1/k/z/ideapad-3-laptop-lenovo-original-imagb79kyxxwsm8u.jpeg?q=70
MSI Modern 14 Core i3 10th Gen,0,0,0,₹31990,₹52990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/j/s/z/modern-14-b10mw-laptop-msi-original-imagedsf5kgd7ard.jpeg?q=70
Lenovo ThinkBook 13s Core i5 11th Gen,119,13,4.3,₹64990,₹120708,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/x/k/g/thinkbook-13s-thin-and-light-laptop-lenovo-original-imag6zepnbxrwmaf.jpeg?q=70
HP Celeron Dual Core,33,2,3.9,₹31990,₹36865,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/i/e/g/14s-dq3033tu-thin-and-light-laptop-hp-original-imagbpb2uunyvvhc.jpeg?q=70
ASUS EeeBook 14 Pentium Silver,19,0,3.9,₹32990,₹40990,Intel Pentium Silver Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/t/8/-original-imageuecybhvepfx.jpeg?q=70
Lenovo Lenovo V15 Celeron Dual Core,4,0,3,₹29390,₹41625,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/6/x/n/v-series-laptop-lenovo-original-imagy6hznvfffjhf.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,230,29,4.2,₹33990,₹47695,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/w/j/c/-original-imagf4htystubbsg.jpeg?q=70
Lenovo Ideapad S145 Core i3 10th Gen,2329,292,3.8,₹30990,₹39390,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kd4uj680/computer/r/r/w/lenovo-original-imafu3hbjwhdrqxm.jpeg?q=70
Lenovo IdeaPad 3 Celeron Dual Core,0,0,0,₹30999,₹36999,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
ASUS Vivobook 14 Pentium Quad Core,15,2,4.3,₹33990,₹39990,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kydb3ww0/computer/d/i/r/asus-e410ka-ek103ws-thin-and-light-laptop-asus-original-imagam4kbsnuwttt.jpeg?q=70
DELL XPS Core i5 11th Gen,0,0,0,₹114600,₹115729,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/x/t/w/dell-na-thin-and-light-laptop-original-imafyhm53umy7d4d.jpeg?q=70
